"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
7419,"US-2016-114013","2016-03-13","2016-03-15","Second Class","SC-20770","OFF-BI-10004318","51.897",1,"0.7","-41.5176"
7420,"US-2016-114013","2016-03-13","2016-03-15","Second Class","SC-20770","OFF-ST-10002574","552.56",5,"0.2","-138.14"
7421,"US-2016-114013","2016-03-13","2016-03-15","Second Class","SC-20770","OFF-BI-10002353","23.16",5,"0.7","-15.44"
7422,"US-2016-114013","2016-03-13","2016-03-15","Second Class","SC-20770","OFF-ST-10003641","126.08",2,"0.2","-28.368"
7423,"US-2016-114013","2016-03-13","2016-03-15","Second Class","SC-20770","TEC-MA-10001148","449.1",3,"0.7","-643.71"
7426,"CA-2016-101693","2016-06-25","2016-06-27","Second Class","LC-17140","FUR-CH-10001146","85.246",2,"0.3","-6.089"
7427,"CA-2016-101693","2016-06-25","2016-06-27","Second Class","LC-17140","FUR-FU-10003919","32.712",2,"0.6","-26.1696"
7455,"CA-2016-137743","2016-07-30","2016-08-04","Standard Class","KH-16360","OFF-LA-10003663","9.248",4,"0.2","3.1212"
7456,"CA-2016-137743","2016-07-30","2016-08-04","Standard Class","KH-16360","OFF-ST-10001780","1036.624",2,"0.2","51.8312"
7464,"CA-2016-103709","2016-09-08","2016-09-15","Standard Class","LP-17095","OFF-AR-10003338","14.88",2,"0","3.72"
7465,"CA-2016-103709","2016-09-08","2016-09-15","Standard Class","LP-17095","OFF-PA-10004610","34.24",8,"0","15.408"
7466,"CA-2016-103709","2016-09-08","2016-09-15","Standard Class","LP-17095","OFF-ST-10001272","261.74",2,"0","65.435"
7467,"CA-2016-138282","2016-05-19","2016-05-23","Standard Class","AH-10690","OFF-AP-10001366","87.84",8,"0","23.7168"
7473,"CA-2016-139997","2016-07-01","2016-07-03","First Class","EM-14140","TEC-CO-10000971","1499.95",5,"0","449.985"
7474,"CA-2016-109652","2016-04-10","2016-04-15","Standard Class","QJ-19255","OFF-AR-10000034","13.568",4,"0.2","3.2224"
7482,"CA-2016-124583","2016-09-01","2016-09-03","Second Class","LB-16795","OFF-EN-10002500","12.78",1,"0","5.751"
7505,"CA-2016-158043","2016-01-31","2016-02-04","Second Class","JK-15325","OFF-EN-10003134","23.36",2,"0","11.68"
7522,"CA-2016-162383","2016-09-05","2016-09-11","Standard Class","MD-17350","OFF-BI-10002824","8.952",2,"0.7","-7.46"
7523,"CA-2016-162383","2016-09-05","2016-09-11","Standard Class","MD-17350","OFF-BI-10001757","8.856",6,"0.7","-6.4944"
7524,"CA-2016-162383","2016-09-05","2016-09-11","Standard Class","MD-17350","FUR-CH-10004477","85.246",2,"0.3","-1.2178"
7532,"CA-2016-107146","2016-06-17","2016-06-19","First Class","LC-16885","FUR-FU-10002298","266.352",3,"0.2","-13.3176"
7533,"CA-2016-107146","2016-06-17","2016-06-19","First Class","LC-16885","FUR-CH-10004853","483.136",4,"0.2","54.3528"
7538,"CA-2016-106460","2016-02-19","2016-02-22","Second Class","GT-14710","OFF-PA-10001736","70.88",2,"0","33.3136"
7550,"CA-2016-136595","2016-09-05","2016-09-07","First Class","EM-13825","FUR-FU-10004671","21.204",3,"0.6","-11.6622"
7562,"CA-2016-105746","2016-12-30","2017-01-01","First Class","BD-11605","FUR-CH-10000454","170.786",1,"0.3","0"
7563,"US-2016-104815","2016-09-03","2016-09-07","Standard Class","RB-19570","FUR-BO-10003894","198.744",4,"0.3","0"
7565,"US-2016-166660","2016-01-30","2016-02-01","Second Class","TB-21250","FUR-CH-10001190","435.168",4,"0.2","-59.8356"
7566,"US-2016-166660","2016-01-30","2016-02-01","Second Class","TB-21250","FUR-BO-10000468","48.58",1,"0","7.7728"
7579,"CA-2016-138597","2016-12-18","2016-12-21","First Class","PN-18775","FUR-CH-10004997","563.94",3,"0","112.788"
7591,"CA-2016-158778","2016-09-05","2016-09-09","Standard Class","DB-13210","FUR-FU-10000260","58.248",9,"0.2","11.6496"
7592,"CA-2016-158778","2016-09-05","2016-09-09","Standard Class","DB-13210","FUR-CH-10001146","71.246",2,"0.3","-19.3382"
7593,"CA-2016-158778","2016-09-05","2016-09-09","Standard Class","DB-13210","OFF-AR-10000896","7.872",3,"0.2","0.5904"
7594,"CA-2016-158778","2016-09-05","2016-09-09","Standard Class","DB-13210","FUR-CH-10000309","887.271",3,"0.3","-63.3765"
7604,"CA-2016-152520","2016-07-08","2016-07-12","Standard Class","TH-21115","OFF-PA-10000289","12.96",2,"0","6.2208"
7605,"CA-2016-101791","2016-05-27","2016-05-31","Standard Class","BS-11665","FUR-FU-10003247","25.176",3,"0.6","-33.3582"
7606,"CA-2016-101791","2016-05-27","2016-05-31","Standard Class","BS-11665","FUR-FU-10002191","5.584",2,"0.6","-1.6752"
7607,"CA-2016-101791","2016-05-27","2016-05-31","Standard Class","BS-11665","OFF-ST-10001496","1297.368",9,"0.2","97.3026"
7617,"CA-2016-144309","2016-12-10","2016-12-16","Standard Class","CM-12235","OFF-PA-10001776","18.54",2,"0","8.7138"
7618,"CA-2016-144309","2016-12-10","2016-12-16","Standard Class","CM-12235","OFF-BI-10003656","679.96",5,"0.2","220.987"
7642,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","TEC-MA-10001695","703.71",6,"0.7","-938.28"
7643,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","OFF-BI-10002824","17.904",4,"0.7","-14.92"
7644,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","OFF-BI-10002571","11.976",4,"0.7","-9.1816"
7645,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","TEC-AC-10001553","67.96",5,"0.2","0.8495"
7648,"CA-2016-138968","2016-03-15","2016-03-16","First Class","FC-14335","OFF-BI-10003529","4.544",2,"0.2","1.6472"
7649,"CA-2016-138968","2016-03-15","2016-03-16","First Class","FC-14335","FUR-CH-10000309","1352.032",4,"0.2","84.502"
7666,"US-2016-140158","2016-10-04","2016-10-08","Standard Class","DR-12940","OFF-BI-10000977","30.4",1,"0","13.984"
7667,"US-2016-140158","2016-10-04","2016-10-08","Standard Class","DR-12940","TEC-CO-10001449","5399.91",9,"0","2591.9568"
7668,"US-2016-140158","2016-10-04","2016-10-08","Standard Class","DR-12940","OFF-ST-10000136","119.1",3,"0","34.539"
7687,"CA-2016-169838","2016-11-25","2016-11-29","Standard Class","BB-11545","FUR-TA-10001095","1568.61",9,"0","329.4081"
7688,"CA-2016-169838","2016-11-25","2016-11-29","Standard Class","BB-11545","OFF-BI-10004002","17.3",1,"0","8.304"
7689,"CA-2016-169838","2016-11-25","2016-11-29","Standard Class","BB-11545","TEC-AC-10004518","160",8,"0","62.4"
7695,"CA-2016-118899","2016-03-22","2016-03-22","Same Day","MC-17275","FUR-CH-10004754","167.888",7,"0.2","14.6902"
7703,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","OFF-PA-10000605","11.56",2,"0","5.6644"
7704,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","TEC-PH-10002170","209.97",3,"0","58.7916"
7705,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","FUR-TA-10004147","447.84",4,"0","98.5248"
7706,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","TEC-AC-10003911","479.97",3,"0","163.1898"
7707,"CA-2016-114601","2016-08-26","2016-09-02","Standard Class","AA-10480","OFF-AR-10002578","8.64",3,"0","2.5056"
7725,"CA-2016-113978","2016-09-25","2016-09-29","Standard Class","TS-21505","OFF-AP-10003849","286.256",1,"0.2","17.891"
7726,"CA-2016-113978","2016-09-25","2016-09-29","Standard Class","TS-21505","OFF-ST-10004963","24.224",2,"0.2","-4.8448"
7727,"CA-2016-113978","2016-09-25","2016-09-29","Standard Class","TS-21505","OFF-ST-10002574","331.536",3,"0.2","-82.884"
7729,"CA-2016-106915","2016-11-26","2016-12-02","Standard Class","GA-14515","OFF-AR-10000716","17.856",4,"0.2","4.2408"
7730,"US-2016-109260","2016-09-26","2016-10-01","Standard Class","TN-21040","TEC-AC-10002637","431.976",3,"0.2","-75.5958"
7734,"CA-2016-165673","2016-05-15","2016-05-19","Second Class","MN-17935","OFF-PA-10000697","15.232",4,"0.2","5.5216"
7736,"US-2016-106313","2016-08-22","2016-08-26","Standard Class","DG-13300","OFF-PA-10001870","19.44",3,"0","9.3312"
7744,"CA-2016-133613","2016-06-17","2016-06-22","Standard Class","CP-12340","OFF-BI-10002003","7.96",2,"0","3.7412"
7745,"CA-2016-133613","2016-06-17","2016-06-22","Standard Class","CP-12340","TEC-PH-10004539","566.97",3,"0","153.0819"
7746,"CA-2016-133613","2016-06-17","2016-06-22","Standard Class","CP-12340","OFF-AR-10003829","9.84",3,"0","2.8536"
7760,"CA-2016-158925","2016-10-24","2016-10-28","Standard Class","JP-15460","OFF-PA-10003072","15.552",3,"0.2","5.4432"
7770,"CA-2016-155978","2016-08-01","2016-08-01","Same Day","TS-21205","TEC-PH-10002885","1039.728",2,"0.2","90.9762"
7771,"CA-2016-155978","2016-08-01","2016-08-01","Same Day","TS-21205","OFF-AP-10002892","45.96",2,"0","13.788"
7772,"CA-2016-108196","2016-11-25","2016-12-02","Standard Class","CS-12505","OFF-BI-10000545","456.588",2,"0.7","-304.392"
7773,"CA-2016-108196","2016-11-25","2016-12-02","Standard Class","CS-12505","TEC-MA-10000418","4499.985",5,"0.7","-6599.978"
7774,"CA-2016-108196","2016-11-25","2016-12-02","Standard Class","CS-12505","TEC-AC-10000926","59.976",3,"0.2","11.9952"
7775,"CA-2016-152800","2016-04-13","2016-04-15","First Class","SP-20920","OFF-EN-10001509","6.12",3,"0","2.8764"
7780,"CA-2016-139381","2016-04-18","2016-04-22","Standard Class","RF-19840","OFF-AP-10001271","203.92",4,"0","55.0584"
7781,"CA-2016-139381","2016-04-18","2016-04-22","Standard Class","RF-19840","TEC-PH-10004924","29.56",4,"0","7.9812"
7783,"CA-2016-162236","2016-11-04","2016-11-06","Second Class","ER-13855","OFF-ST-10003442","45.248",2,"0.2","3.9592"
7784,"CA-2016-162236","2016-11-04","2016-11-06","Second Class","ER-13855","FUR-TA-10002533","876.3",10,"0.4","-292.1"
7785,"CA-2016-162236","2016-11-04","2016-11-06","Second Class","ER-13855","OFF-SU-10003505","185.376",2,"0.2","-34.758"
7787,"US-2016-117037","2016-05-17","2016-05-20","First Class","LW-17215","OFF-BI-10000279","2.89",1,"0.8","-4.7685"
7788,"US-2016-117037","2016-05-17","2016-05-20","First Class","LW-17215","OFF-FA-10000936","7.896",3,"0.2","2.4675"
7789,"US-2016-117037","2016-05-17","2016-05-20","First Class","LW-17215","FUR-FU-10004973","22.608",3,"0.6","-10.1736"
7790,"US-2016-117037","2016-05-17","2016-05-20","First Class","LW-17215","OFF-PA-10000791","30.528",8,"0.2","9.54"
7792,"CA-2016-108364","2016-12-19","2016-12-24","Standard Class","BP-11050","OFF-BI-10002012","1.8",5,"0.8","-2.88"
7808,"US-2016-137295","2016-01-08","2016-01-13","Standard Class","VS-21820","OFF-BI-10004236","30.828",7,"0.7","-24.6624"
7809,"US-2016-137295","2016-01-08","2016-01-13","Standard Class","VS-21820","OFF-AR-10001955","47.616",3,"0.2","5.952"
7810,"US-2016-137295","2016-01-08","2016-01-13","Standard Class","VS-21820","TEC-PH-10004080","108.784",2,"0.2","10.8784"
7811,"CA-2016-134334","2016-02-14","2016-02-15","First Class","DK-13090","OFF-PA-10000791","4.77",1,"0","2.1465"
7812,"CA-2016-134334","2016-02-14","2016-02-15","First Class","DK-13090","OFF-AR-10001770","7.98",3,"0","2.0748"
7813,"CA-2016-134334","2016-02-14","2016-02-15","First Class","DK-13090","FUR-TA-10002356","550.431",3,"0.3","-47.1798"
7814,"CA-2016-134334","2016-02-14","2016-02-15","First Class","DK-13090","FUR-FU-10003274","10.56",6,"0","4.6464"
7817,"CA-2016-138478","2016-10-21","2016-10-26","Second Class","DP-13390","OFF-AR-10002240","113.22",3,"0","29.4372"
7818,"CA-2016-138478","2016-10-21","2016-10-26","Second Class","DP-13390","OFF-PA-10001801","35.88",6,"0","17.5812"
7819,"CA-2016-138478","2016-10-21","2016-10-26","Second Class","DP-13390","OFF-BI-10001120","4535.976",3,"0.2","1644.2913"
7822,"CA-2016-169334","2016-10-21","2016-10-24","Second Class","GW-14605","OFF-ST-10004950","111.672",9,"0.2","6.9795"
7833,"CA-2016-112382","2016-05-09","2016-05-13","Standard Class","MB-18085","TEC-PH-10001552","19.136",2,"0.2","1.9136"
7842,"CA-2016-116603","2016-07-17","2016-07-22","Standard Class","AT-10735","OFF-AP-10002892","45.96",2,"0","13.788"
7848,"CA-2016-128706","2016-02-27","2016-03-02","Standard Class","DW-13540","FUR-FU-10004053","16.192",2,"0.6","-6.8816"
7849,"CA-2016-104311","2016-05-02","2016-05-06","Standard Class","AS-10090","OFF-ST-10000321","18.936",3,"0.2","-3.7872"
7850,"CA-2016-104311","2016-05-02","2016-05-06","Standard Class","AS-10090","OFF-ST-10002957","12.672",3,"0.2","-3.168"
7851,"CA-2016-104311","2016-05-02","2016-05-06","Standard Class","AS-10090","OFF-LA-10000973","5.04",2,"0.2","1.764"
7869,"CA-2016-136994","2016-05-27","2016-06-02","Standard Class","LS-17245","OFF-PA-10000575","13.38",2,"0","6.1548"
7872,"CA-2016-101672","2016-10-03","2016-10-07","Standard Class","DB-12910","OFF-LA-10002271","6.16",2,"0","2.9568"
7873,"CA-2016-101672","2016-10-03","2016-10-07","Standard Class","DB-12910","FUR-CH-10004063","915.136",4,"0.2","102.9528"
7874,"CA-2016-101672","2016-10-03","2016-10-07","Standard Class","DB-12910","OFF-PA-10004610","8.56",2,"0","3.852"
7875,"CA-2016-101672","2016-10-03","2016-10-07","Standard Class","DB-12910","OFF-PA-10001878","97.82",2,"0","45.9754"
7879,"CA-2016-160241","2016-11-29","2016-12-04","Second Class","DR-12940","FUR-FU-10003806","242.176",4,"0.6","-302.72"
7880,"CA-2016-155747","2016-06-14","2016-06-21","Standard Class","JS-15685","FUR-TA-10003392","337.176",2,"0.4","-118.0116"
7889,"CA-2016-113117","2016-08-16","2016-08-22","Standard Class","JP-15520","OFF-PA-10000019","32.4",5,"0","15.552"
7890,"CA-2016-148684","2016-12-25","2016-12-29","Standard Class","TS-21655","OFF-AR-10003811","19.89",9,"0","5.3703"
7891,"CA-2016-148684","2016-12-25","2016-12-29","Standard Class","TS-21655","TEC-AC-10001838","399.98",2,"0","171.9914"
7892,"CA-2016-148684","2016-12-25","2016-12-29","Standard Class","TS-21655","FUR-FU-10003553","343.85",5,"0","137.54"
7893,"CA-2016-148684","2016-12-25","2016-12-29","Standard Class","TS-21655","OFF-PA-10003302","106.32",3,"0","49.9704"
7908,"CA-2016-112585","2016-07-30","2016-08-02","First Class","RW-19630","OFF-AP-10003849","715.64",2,"0","178.91"
7909,"CA-2016-149762","2016-12-03","2016-12-07","Standard Class","RD-19720","FUR-TA-10004147","268.704",3,"0.2","6.7176"
7910,"CA-2016-149762","2016-12-03","2016-12-07","Standard Class","RD-19720","OFF-AR-10001662","21.92",8,"0","5.9184"
7911,"CA-2016-149762","2016-12-03","2016-12-07","Standard Class","RD-19720","OFF-ST-10001558","48.72",3,"0","7.308"
7912,"CA-2016-149762","2016-12-03","2016-12-07","Standard Class","RD-19720","FUR-BO-10001337","205.666",2,"0.15","-12.098"
7913,"CA-2016-167605","2016-04-28","2016-04-30","Second Class","RB-19570","FUR-FU-10001602","30.344",2,"0.6","-31.8612"
7925,"CA-2016-125843","2016-08-13","2016-08-16","First Class","RF-19840","OFF-BI-10002309","22.32",4,"0","10.7136"
7926,"CA-2016-125843","2016-08-13","2016-08-16","First Class","RF-19840","OFF-LA-10003923","103.6",7,"0","51.8"
7931,"CA-2016-120082","2016-03-25","2016-03-27","Second Class","DK-12835","OFF-AR-10001955","59.52",3,"0","17.856"
7932,"US-2016-168095","2016-07-15","2016-07-20","Standard Class","MC-17425","FUR-CH-10004886","230.28",3,"0.2","23.028"
7933,"US-2016-168095","2016-07-15","2016-07-20","Standard Class","MC-17425","OFF-PA-10003641","105.52",5,"0.2","34.294"
7941,"CA-2016-146325","2016-12-14","2016-12-17","First Class","DS-13180","FUR-CH-10001146","81.424",2,"0.2","-9.1602"
7942,"CA-2016-146325","2016-12-14","2016-12-17","First Class","DS-13180","OFF-ST-10001590","134.8",10,"0","35.048"
7968,"CA-2016-157707","2016-10-10","2016-10-12","First Class","CC-12610","FUR-BO-10001567","90.882",3,"0.7","-190.8522"
7969,"CA-2016-157707","2016-10-10","2016-10-12","First Class","CC-12610","TEC-PH-10002583","15.992",1,"0.2","-2.9985"
7970,"CA-2016-157707","2016-10-10","2016-10-12","First Class","CC-12610","FUR-CH-10004853","120.784",1,"0.2","13.5882"
7986,"CA-2016-151498","2016-04-21","2016-04-24","First Class","DN-13690","OFF-BI-10004967","8.32",5,"0.2","2.808"
7987,"CA-2016-137939","2016-07-20","2016-07-23","Second Class","PJ-19015","TEC-PH-10003589","89.95",5,"0","43.176"
7988,"US-2016-117793","2016-08-23","2016-08-29","Standard Class","MA-17560","OFF-LA-10002945","25.2",4,"0","11.592"
7989,"US-2016-117793","2016-08-23","2016-08-29","Standard Class","MA-17560","OFF-LA-10003537","37.59",3,"0","17.6673"
7990,"US-2016-117793","2016-08-23","2016-08-29","Standard Class","MA-17560","OFF-ST-10002406","14.97",1,"0","4.1916"
7991,"US-2016-117793","2016-08-23","2016-08-29","Standard Class","MA-17560","TEC-AC-10003433","1.98",2,"0","0.891"
7992,"CA-2016-133872","2016-06-14","2016-06-17","First Class","VM-21835","OFF-BI-10002082","39.936",4,"0.7","-26.624"
7993,"CA-2016-133872","2016-06-14","2016-06-17","First Class","VM-21835","TEC-AC-10000521","18.464",2,"0.2","2.308"
8007,"CA-2016-139808","2016-10-07","2016-10-11","Standard Class","MC-18100","OFF-FA-10001883","93.36",12,"0","0.9336"
8030,"CA-2016-166373","2016-10-21","2016-10-25","Standard Class","JF-15565","TEC-AC-10002323","106.08",6,"0.2","-9.282"
8031,"CA-2016-158806","2016-01-07","2016-01-11","Standard Class","NM-18520","FUR-FU-10004270","23.076",3,"0.6","-10.9611"
8032,"CA-2016-158806","2016-01-07","2016-01-11","Standard Class","NM-18520","OFF-PA-10004621","25.92",5,"0.2","9.072"
8046,"CA-2016-145611","2016-09-20","2016-09-24","Standard Class","HA-14905","OFF-AP-10001005","393.25",5,"0","129.7725"
8047,"CA-2016-113600","2016-12-15","2016-12-17","Second Class","SH-20395","OFF-BI-10000201","2.214",3,"0.7","-1.476"
8049,"CA-2016-168543","2016-07-03","2016-07-07","Standard Class","DK-13225","OFF-AP-10000938","706.86",7,"0","197.9208"
8063,"CA-2016-132997","2016-11-07","2016-11-09","First Class","LW-17215","TEC-PH-10000586","263.96",4,"0","71.2692"
8064,"CA-2016-132997","2016-11-07","2016-11-09","First Class","LW-17215","TEC-PH-10003811","359.97",3,"0","100.7916"
8065,"CA-2016-132997","2016-11-07","2016-11-09","First Class","LW-17215","OFF-PA-10004983","12.96",2,"0","6.2208"
8066,"CA-2016-132997","2016-11-07","2016-11-09","First Class","LW-17215","OFF-ST-10003479","116.82",3,"0","5.841"
8067,"CA-2016-132997","2016-11-07","2016-11-09","First Class","LW-17215","OFF-BI-10004318","276.784",2,"0.2","89.9548"
8080,"US-2016-164945","2016-11-22","2016-11-27","Standard Class","CA-12055","OFF-BI-10001524","134.272",8,"0.2","46.9952"
8086,"CA-2016-105753","2016-10-20","2016-10-26","Standard Class","LC-16960","FUR-FU-10000246","61.1",5,"0","18.33"
8088,"CA-2016-106621","2016-09-29","2016-10-01","Second Class","DM-12955","OFF-AR-10002375","10.496",4,"0.2","1.1808"
8100,"CA-2016-169663","2016-03-10","2016-03-13","First Class","RH-19510","TEC-AC-10003038","26.85",3,"0","5.1015"
8101,"CA-2016-169663","2016-03-10","2016-03-13","First Class","RH-19510","TEC-MA-10000984","3357.6",3,"0.2","377.73"
8112,"CA-2016-130393","2016-12-01","2016-12-03","Second Class","JM-15865","FUR-CH-10002647","248.43",5,"0.3","-17.745"
8113,"CA-2016-130393","2016-12-01","2016-12-03","Second Class","JM-15865","OFF-AP-10004859","11.648",4,"0.8","-30.8672"
8114,"CA-2016-130393","2016-12-01","2016-12-03","Second Class","JM-15865","FUR-CH-10004477","85.246",2,"0.3","-1.2178"
8120,"CA-2016-116722","2016-11-11","2016-11-16","Standard Class","LP-17080","FUR-FU-10001934","41.96",2,"0","10.9096"
8121,"CA-2016-116722","2016-11-11","2016-11-16","Standard Class","LP-17080","FUR-CH-10004997","451.152",3,"0.2","0"
8122,"CA-2016-116722","2016-11-11","2016-11-16","Standard Class","LP-17080","OFF-BI-10001890","31.504",11,"0.2","11.0264"
8137,"CA-2016-118073","2016-08-12","2016-08-16","Standard Class","CS-12490","FUR-TA-10002533","562.2925",7,"0.45","-255.5875"
8139,"CA-2016-102561","2016-07-18","2016-07-22","Standard Class","NK-18490","OFF-AR-10001545","11.264",8,"0.2","1.2672"
8140,"CA-2016-102561","2016-07-18","2016-07-22","Standard Class","NK-18490","OFF-ST-10001476","284.08",10,"0.2","24.857"
8141,"CA-2016-102561","2016-07-18","2016-07-22","Standard Class","NK-18490","OFF-PA-10004971","18.496",4,"0.2","6.7048"
8142,"CA-2016-100993","2016-02-05","2016-02-10","Standard Class","AZ-10750","OFF-LA-10003223","14.73",3,"0","7.2177"
8143,"CA-2016-100993","2016-02-05","2016-02-10","Standard Class","AZ-10750","OFF-ST-10004340","186.54",3,"0","50.3658"
8144,"CA-2016-100993","2016-02-05","2016-02-10","Standard Class","AZ-10750","FUR-TA-10001095","557.728",4,"0.2","6.9716"
8145,"CA-2016-100993","2016-02-05","2016-02-10","Standard Class","AZ-10750","TEC-PH-10001448","159.968",4,"0.2","-31.9936"
8149,"US-2016-131058","2016-12-27","2016-12-31","Standard Class","EM-14140","OFF-LA-10001613","20.16",7,"0","9.8784"
8157,"CA-2016-131296","2016-10-04","2016-10-09","Standard Class","MS-17830","FUR-TA-10002622","239.372",2,"0.3","-23.9372"
8158,"CA-2016-103464","2016-11-18","2016-11-22","Standard Class","PG-18820","TEC-AC-10002842","595",5,"0","95.2"
8160,"CA-2016-120803","2016-03-09","2016-03-13","Standard Class","RB-19465","TEC-AC-10004469","199.75",5,"0","87.89"
8161,"CA-2016-134138","2016-02-16","2016-02-20","Standard Class","JD-15790","FUR-CH-10001545","227.96",2,"0","36.4736"
8168,"CA-2016-144148","2016-07-31","2016-08-05","Standard Class","AH-10690","FUR-TA-10002774","863.128",7,"0.2","-32.3673"
8172,"CA-2016-146150","2016-02-14","2016-02-19","Standard Class","FM-14380","OFF-AR-10002240","264.18",7,"0","68.6868"
8176,"CA-2016-114944","2016-01-30","2016-02-04","Standard Class","HE-14800","OFF-PA-10003892","156.512",4,"0.2","52.8228"
8177,"CA-2016-135965","2016-09-22","2016-09-25","First Class","SZ-20035","OFF-ST-10002370","128.34",6,"0","37.2186"
8179,"CA-2016-166429","2016-09-02","2016-09-08","Standard Class","TG-21310","TEC-CO-10002095","999.98",2,"0","449.991"
8188,"CA-2016-127194","2016-12-10","2016-12-16","Standard Class","BW-11110","OFF-PA-10000659","62.82",9,"0","29.5254"
8212,"CA-2016-116337","2016-11-07","2016-11-12","Standard Class","MC-17845","FUR-FU-10002030","44.46",5,"0.6","-17.784"
8213,"CA-2016-116337","2016-11-07","2016-11-12","Standard Class","MC-17845","OFF-ST-10001272","314.088",3,"0.2","19.6305"
8224,"CA-2016-104633","2016-06-12","2016-06-16","Standard Class","EA-14035","OFF-PA-10000241","185.88",6,"0","83.646"
8225,"CA-2016-104633","2016-06-12","2016-06-16","Standard Class","EA-14035","OFF-PA-10004782","12.96",2,"0","6.2208"
8228,"CA-2016-123050","2016-04-04","2016-04-08","Second Class","BC-11125","FUR-FU-10000723","82.64",2,"0","7.4376"
8229,"CA-2016-123050","2016-04-04","2016-04-08","Second Class","BC-11125","OFF-ST-10003455","31.02",2,"0","8.0652"
8230,"CA-2016-123050","2016-04-04","2016-04-08","Second Class","BC-11125","TEC-AC-10001109","89.97",3,"0","37.7874"
8231,"CA-2016-162355","2016-06-30","2016-07-02","Second Class","PF-19165","OFF-AR-10004344","35.97",3,"0","9.7119"
8232,"CA-2016-162355","2016-06-30","2016-07-02","Second Class","PF-19165","FUR-BO-10004695","1266.86",7,"0","291.3778"
8249,"CA-2016-133816","2016-05-10","2016-05-13","Second Class","CS-12400","TEC-PH-10001795","743.988",2,"0.4","-123.998"
8260,"CA-2016-118101","2016-06-26","2016-06-26","Same Day","SN-20560","OFF-PA-10000357","368.91",9,"0","180.7659"
8261,"CA-2016-118101","2016-06-26","2016-06-26","Same Day","SN-20560","OFF-BI-10000773","8.02",1,"0","3.7694"
8262,"CA-2016-118101","2016-06-26","2016-06-26","Same Day","SN-20560","OFF-ST-10001837","171.04",4,"0","44.4704"
8263,"CA-2016-100307","2016-12-15","2016-12-19","Standard Class","TC-21475","OFF-PA-10002552","19.44",3,"0","9.3312"
8272,"CA-2016-169670","2016-12-25","2016-12-31","Standard Class","JE-15715","FUR-CH-10002331","2563.056",8,"0.1","313.2624"
8273,"CA-2016-139549","2016-10-20","2016-10-25","Standard Class","MY-18295","FUR-CH-10001802","387.136",4,"0.2","4.8392"
8277,"US-2016-139262","2016-02-21","2016-02-25","Standard Class","LC-16960","OFF-BI-10003727","3.762",3,"0.7","-2.7588"
8278,"US-2016-139262","2016-02-21","2016-02-25","Standard Class","LC-16960","OFF-BI-10002026","34.86",2,"0.7","-26.726"
8279,"US-2016-139262","2016-02-21","2016-02-25","Standard Class","LC-16960","OFF-ST-10001496","432.456",3,"0.2","32.4342"
8296,"CA-2016-166380","2016-05-30","2016-06-03","Standard Class","EB-13750","OFF-EN-10002600","26.55",9,"0","12.744"
8297,"CA-2016-166380","2016-05-30","2016-06-03","Standard Class","EB-13750","TEC-AC-10000109","111.98",2,"0","26.8752"
8306,"CA-2016-128671","2016-08-11","2016-08-16","Standard Class","MT-18070","OFF-PA-10001870","32.4",5,"0","15.552"
8307,"CA-2016-128671","2016-08-11","2016-08-16","Standard Class","MT-18070","OFF-BI-10003305","41.86",7,"0","19.2556"
8308,"CA-2016-128671","2016-08-11","2016-08-16","Standard Class","MT-18070","OFF-BI-10003007","77.56",2,"0","35.6776"
8309,"CA-2016-149335","2016-07-25","2016-07-25","Same Day","BC-11125","OFF-AR-10001419","37.17",9,"0","11.151"
8322,"US-2016-149790","2016-09-26","2016-10-01","Standard Class","SC-20380","OFF-BI-10002026","15.624",2,"0.8","-24.9984"
8323,"CA-2016-130778","2016-11-19","2016-11-25","Standard Class","ND-18370","OFF-AP-10000595","8.74",2,"0","2.2724"
8324,"CA-2016-130778","2016-11-19","2016-11-25","Standard Class","ND-18370","OFF-PA-10001509","44.75",5,"0","20.585"
8332,"CA-2016-153269","2016-03-09","2016-03-12","First Class","PS-18760","OFF-ST-10004634","11.21",1,"0","3.363"
8333,"CA-2016-153269","2016-03-09","2016-03-12","First Class","PS-18760","FUR-CH-10002647","354.9",5,"0","88.725"
8334,"CA-2016-153269","2016-03-09","2016-03-12","First Class","PS-18760","OFF-PA-10001801","17.94",3,"0","8.7906"
8335,"CA-2016-153269","2016-03-09","2016-03-12","First Class","PS-18760","OFF-BI-10004632","51.8",4,"0","23.31"
8337,"CA-2016-101469","2016-07-02","2016-07-08","Standard Class","KH-16360","OFF-AR-10003986","7.7",2,"0","3.157"
8343,"CA-2016-132549","2016-11-25","2016-11-30","Standard Class","JK-15370","OFF-ST-10001325","73.36",7,"0","19.8072"
